order_id,order_date,ship_date,year,quarter,month,weekday,region,country,sales_channel,customer_segment,sales_rep,product_category,product_name,order_status,payment_method,quantity,unit_price,gross_sales,discount_pct,discount_amount,tax_rate,tax_amount,shipping_fee,total_sales
ORD-202407-00590,2024-07-14,2024-07-28,2024,Q3,Jul,Sunday,East,Japan,Retail,Small Business,A. Taka,Accessories,Webcam,Completed,Cash,15,78.18,1172.70,0.05,58.64,0.12,133.69,31.89,1279.64
ORD-202407-00684,2024-07-14,2024-07-28,2024,Q3,Jul,Sunday,North,Canada,Wholesale,Consumer,S. Raka,Accessories,Headphones,Pending,Mobile Pay,19,204.46,3884.74,0.15,582.71,0.05,165.10,51.37,3518.50
ORD-202407-00560,2024-07-15,2024-07-17,2024,Q3,Jul,Monday,North,USA,Online,Government,L. Nami,Home,Lamp,Returned,Mobile Pay,27,166.99,4508.73,0.10,450.87,0.07,284.05,39.91,4381.82
ORD-202407-00208,2024-07-16,2024-07-26,2024,Q3,Jul,Tuesday,West,Germany,Retail,Corporate,P. Kuri,Software,Support Plan,Cancelled,Bank Transfer,23,114.56,2634.88,0.00,0.00,0.05,131.74,46.25,2812.87
ORD-202407-00374,2024-07-16,2024-07-19,2024,Q3,Jul,Tuesday,Central,UAE,Distributor,Corporate,A. Taka,Accessories,Mouse,Completed,Bank Transfer,13,153.38,1993.94,0.12,239.27,0.10,175.47,47.24,1977.38
ORD-202407-00466,2024-07-16,2024-07-23,2024,Q3,Jul,Tuesday,North,Canada,Wholesale,Consumer,L. Nami,Software,Support Plan,Completed,Cash,11,848.00,9328.00,0.15,1399.20,0.10,792.88,22.32,8744.00
ORD-202407-00367,2024-07-17,2024-07-20,2024,Q3,Jul,Wednesday,West,UK,Retail,Government,D. Siroi,Electronics,Printer,Pending,Bank Transfer,17,1300.59,22110.03,0.05,1105.50,0.10,2100.45,57.27,23162.25
ORD-202407-00295,2024-07-18,2024-08-01,2024,Q3,Jul,Thursday,South,New Zealand,Distributor,Corporate,L. Nami,Office Supplies,Paper,Completed,Mobile Pay,16,18.12,289.92,0.15,43.49,0.10,24.64,10.37,281.44
ORD-202407-00455,2024-07-18,2024-07-21,2024,Q3,Jul,Thursday,West,UK,Wholesale,Corporate,M. Kila,Software,Subscription,Cancelled,Credit Card,20,756.25,15125.00,0.12,1815.00,0.10,1331.00,20.64,14661.64
ORD-202407-00527,2024-07-18,2024-07-24,2024,Q3,Jul,Thursday,West,Germany,Retail,Government,A. Taka,Accessories,Webcam,Pending,Bank Transfer,21,82.25,1727.25,0.02,34.55,0.12,203.12,62.67,1958.49
ORD-202407-00731,2024-07-20,2024-07-23,2024,Q3,Jul,Saturday,Central,UAE,Retail,Government,A. Taka,Accessories,Docking Station,Cancelled,Cash,9,90.29,812.61,0.08,65.01,0.12,89.71,49.81,887.12
ORD-202407-00748,2024-07-20,2024-07-23,2024,Q3,Jul,Saturday,North,USA,Wholesale,Small Business,P. Kuri,Home,Cabinet,Completed,Mobile Pay,9,229.33,2063.97,0.15,309.60,0.10,175.44,42.07,1971.88
ORD-202407-00157,2024-07-21,2024-07-22,2024,Q3,Jul,Sunday,West,Germany,Distributor,Small Business,S. Raka,Accessories,Docking Station,Completed,Bank Transfer,9,189.27,1703.43,0.00,0.00,0.05,85.17,53.29,1841.89
ORD-202407-00004,2024-07-24,2024-07-27,2024,Q3,Jul,Wednesday,East,Japan,Online,Government,M. Kila,Home,Lamp,Completed,Cash,18,167.80,3020.40,0.15,453.06,0.07,179.71,13.04,2760.09
ORD-202407-00571,2024-07-26,2024-07-28,2024,Q3,Jul,Friday,Central,India,Wholesale,Consumer,S. Raka,Electronics,Laptop,Completed,Credit Card,10,832.50,8325.00,0.05,416.25,0.12,949.05,59.05,8916.85
ORD-202407-00618,2024-07-26,2024-07-28,2024,Q3,Jul,Friday,West,UK,Retail,Government,J. Aita,Home,Chair,Completed,Cash,16,54.97,879.52,0.15,131.93,0.12,89.71,63.18,900.48
ORD-202407-00456,2024-07-27,2024-08-10,2024,Q3,Jul,Saturday,West,UK,Wholesale,Government,J. Aita,Software,License,Returned,Cash,7,174.94,1224.58,0.08,97.97,0.12,135.19,56.19,1317.99
ORD-202407-00498,2024-07-28,2024-08-02,2024,Q3,Jul,Sunday,South,New Zealand,Distributor,Consumer,P. Kuri,Software,Support Plan,Completed,Cash,7,1154.11,8078.77,0.08,646.30,0.10,743.25,49.06,8224.78
ORD-202408-00090,2024-08-01,2024-08-06,2024,Q3,Aug,Thursday,South,Australia,Wholesale,Government,M. Kila,Electronics,Phone,Completed,Bank Transfer,9,572.11,5148.99,0.08,411.92,0.05,236.85,27.99,5001.91
ORD-202408-00535,2024-08-01,2024-08-06,2024,Q3,Aug,Thursday,Central,India,Online,Government,S. Raka,Software,Security Suite,Completed,Bank Transfer,12,726.11,8713.32,0.02,174.27,0.07,597.73,11.21,9147.99
ORD-202408-00181,2024-08-02,2024-08-12,2024,Q3,Aug,Friday,Central,India,Distributor,Consumer,P. Kuri,Home,Cabinet,Completed,Credit Card,30,49.03,1470.90,0.12,176.51,0.05,64.72,49.03,1408.14
ORD-202408-00298,2024-08-02,2024-08-08,2024,Q3,Aug,Friday,South,New Zealand,Online,Small Business,D. Siroi,Home,Cabinet,Completed,Mobile Pay,18,437.42,7873.56,0.08,629.88,0.07,507.06,30.84,7781.58
ORD-202408-00323,2024-08-03,2024-08-09,2024,Q3,Aug,Saturday,North,Canada,Distributor,Government,T. Vele,Office Supplies,Paper,Completed,Credit Card,15,51.08,766.20,0.15,114.93,0.07,45.59,26.07,722.93
ORD-202408-00355,2024-08-03,2024-08-06,2024,Q3,Aug,Saturday,South,New Zealand,Online,Corporate,D. Siroi,Office Supplies,Stapler,Completed,Cash,9,4.13,37.17,0.15,5.58,0.07,2.21,63.43,97.23
ORD-202408-00056,2024-08-05,2024-08-09,2024,Q3,Aug,Monday,West,France,Wholesale,Government,A. Taka,Accessories,Docking Station,Completed,Mobile Pay,30,33.26,997.80,0.08,79.82,0.05,45.90,32.18,996.06
ORD-202408-00654,2024-08-06,2024-08-07,2024,Q3,Aug,Tuesday,East,Philippines,Retail,Small Business,L. Nami,Home,Lamp,Pending,Credit Card,16,125.29,2004.64,0.00,0.00,0.10,200.46,41.64,2246.74
ORD-202408-00024,2024-08-07,2024-08-08,2024,Q3,Aug,Wednesday,North,USA,Online,Corporate,T. Vele,Software,Add-on,Pending,Credit Card,17,99.22,1686.74,0.10,168.67,0.10,151.81,58.54,1728.42
ORD-202408-00106,2024-08-08,2024-08-11,2024,Q3,Aug,Thursday,Central,India,Online,Consumer,S. Raka,Electronics,Monitor,Completed,Mobile Pay,12,421.37,5056.44,0.15,758.47,0.07,300.86,59.11,4657.94
ORD-202408-00136,2024-08-08,2024-08-13,2024,Q3,Aug,Thursday,Central,South Africa,Distributor,Consumer,T. Vele,Office Supplies,Stapler,Completed,Cash,24,42.77,1026.48,0.12,123.18,0.07,63.23,47.64,1014.17
ORD-202408-00282,2024-08-08,2024-08-11,2024,Q3,Aug,Thursday,East,Japan,Distributor,Small Business,D. Siroi,Office Supplies,Stapler,Completed,Credit Card,20,15.34,306.80,0.15,46.02,0.10,26.08,50.06,336.92
ORD-202408-00507,2024-08-08,2024-08-15,2024,Q3,Aug,Thursday,West,Germany,Distributor,Corporate,L. Nami,Home,Chair,Completed,Credit Card,4,180.70,722.80,0.02,14.46,0.05,35.42,50.96,794.72
ORD-202408-00669,2024-08-08,2024-08-10,2024,Q3,Aug,Thursday,North,USA,Online,Corporate,A. Taka,Home,Chair,Pending,Credit Card,7,232.31,1626.17,0.12,195.14,0.07,100.17,44.34,1575.54
ORD-202408-00500,2024-08-09,2024-08-15,2024,Q3,Aug,Friday,North,Canada,Distributor,Small Business,A. Taka,Software,License,Cancelled,Bank Transfer,22,396.59,8724.98,0.12,1047.00,0.07,537.46,46.14,8261.58
ORD-202408-00709,2024-08-09,2024-08-14,2024,Q3,Aug,Friday,West,UK,Distributor,Consumer,J. Aita,Accessories,Keyboard,Completed,Mobile Pay,27,202.51,5467.77,0.10,546.78,0.12,590.52,57.09,5568.60
ORD-202408-00092,2024-08-10,2024-08-14,2024,Q3,Aug,Saturday,East,Philippines,Online,Consumer,L. Nami,Office Supplies,Paper,Pending,Credit Card,18,38.27,688.86,0.15,103.33,0.10,58.55,10.32,654.40
ORD-202408-00167,2024-08-10,2024-08-14,2024,Q3,Aug,Saturday,South,Australia,Retail,Corporate,S. Raka,Office Supplies,Stapler,Completed,Credit Card,24,42.16,1011.84,0.15,151.78,0.05,43.00,56.88,959.94
ORD-202408-00276,2024-08-12,2024-08-16,2024,Q3,Aug,Monday,West,France,Online,Consumer,A. Taka,Software,Subscription,Cancelled,Credit Card,27,329.40,8893.80,0.15,1334.07,0.07,529.18,49.28,8138.19
ORD-202408-00729,2024-08-13,2024-08-18,2024,Q3,Aug,Tuesday,South,New Zealand,Online,Corporate,M. Kila,Home,Desk,Cancelled,Bank Transfer,9,213.56,1922.04,0.00,0.00,0.12,230.64,10.39,2163.07
ORD-202408-00252,2024-08-14,2024-08-20,2024,Q3,Aug,Wednesday,North,Canada,Distributor,Corporate,T. Vele,Software,Security Suite,Completed,Mobile Pay,16,221.12,3537.92,0.00,0.00,0.05,176.90,21.10,3735.92
ORD-202408-00578,2024-08-14,2024-08-19,2024,Q3,Aug,Wednesday,North,USA,Retail,Corporate,M. Kila,Electronics,Phone,Completed,Cash,18,1249.83,22496.94,0.10,2249.69,0.05,1012.36,19.64,21279.25
ORD-202408-00546,2024-08-15,2024-08-22,2024,Q3,Aug,Thursday,South,New Zealand,Distributor,Consumer,S. Raka,Software,Security Suite,Completed,Cash,28,1034.72,28972.16,0.10,2897.22,0.05,1303.75,19.59,27398.28
ORD-202408-00768,2024-08-15,2024-08-20,2024,Q3,Aug,Thursday,West,France,Online,Government,M. Kila,Home,Desk,Pending,Bank Transfer,13,239.00,3107.00,0.02,62.14,0.07,213.14,22.06,3280.06
ORD-202408-00034,2024-08-16,2024-08-19,2024,Q3,Aug,Friday,East,Japan,Wholesale,Government,L. Nami,Home,Lamp,Pending,Credit Card,19,254.47,4834.93,0.10,483.49,0.07,304.60,58.75,4714.79
ORD-202408-00031,2024-08-17,2024-08-19,2024,Q3,Aug,Saturday,South,Australia,Distributor,Small Business,T. Vele,Accessories,Headphones,Returned,Bank Transfer,13,118.77,1544.01,0.12,185.28,0.10,135.87,41.74,1536.34
ORD-202408-00751,2024-08-17,2024-08-19,2024,Q3,Aug,Saturday,East,Singapore,Retail,Corporate,S. Raka,Software,License,Cancelled,Bank Transfer,25,298.87,7471.75,0.02,149.44,0.07,512.56,17.44,7852.31
ORD-202408-00624,2024-08-18,2024-08-22,2024,Q3,Aug,Sunday,Central,UAE,Distributor,Consumer,M. Kila,Accessories,Mouse,Completed,Mobile Pay,9,44.89,404.01,0.12,48.48,0.10,35.55,14.36,405.44
ORD-202408-00446,2024-08-19,2024-08-29,2024,Q3,Aug,Monday,North,USA,Online,Small Business,M. Kila,Office Supplies,Pen,Completed,Credit Card,2,5.76,11.52,0.10,1.15,0.10,1.04,55.32,66.73
ORD-202408-00043,2024-08-20,2024-08-23,2024,Q3,Aug,Tuesday,West,UK,Wholesale,Corporate,T. Vele,Home,Shelf,Completed,Bank Transfer,14,246.40,3449.60,0.00,0.00,0.07,241.47,53.95,3745.02
ORD-202408-00783,2024-08-21,2024-08-25,2024,Q3,Aug,Wednesday,Central,UAE,Online,Corporate,L. Nami,Electronics,Printer,Completed,Credit Card,29,1152.35,33418.15,0.00,0.00,0.12,4010.18,46.03,37474.36
ORD-202408-00642,2024-08-23,2024-08-28,2024,Q3,Aug,Friday,South,Australia,Wholesale,Small Business,L. Nami,Home,Lamp,Pending,Cash,20,109.33,2186.60,0.00,0.00,0.12,262.39,62.72,2511.71
ORD-202408-00287,2024-08-24,2024-08-28,2024,Q3,Aug,Saturday,Central,UAE,Wholesale,Consumer,L. Nami,Accessories,Docking Station,Completed,Mobile Pay,20,135.58,2711.60,0.08,216.93,0.12,299.36,35.51,2829.54
ORD-202408-00075,2024-08-26,2024-08-29,2024,Q3,Aug,Monday,West,UK,Wholesale,Small Business,J. Aita,Office Supplies,Pen,Pending,Bank Transfer,30,44.78,1343.40,0.12,161.21,0.12,141.86,64.30,1388.35
ORD-202408-00755,2024-08-27,2024-09-01,2024,Q3,Aug,Tuesday,South,New Zealand,Online,Small Business,A. Taka,Office Supplies,Notebook,Completed,Bank Transfer,5,17.66,88.30,0.08,7.06,0.05,4.06,28.56,113.86
ORD-202408-00760,2024-08-28,2024-08-31,2024,Q3,Aug,Wednesday,Central,South Africa,Distributor,Government,P. Kuri,Electronics,Tablet,Completed,Credit Card,30,337.41,10122.30,0.15,1518.34,0.07,602.28,13.96,9220.20
ORD-202408-00433,2024-08-30,2024-09-02,2024,Q3,Aug,Friday,North,USA,Online,Government,D. Siroi,Electronics,Laptop,Completed,Mobile Pay,17,1535.03,26095.51,0.10,2609.55,0.07,1644.02,9.25,25139.23
ORD-202408-00593,2024-08-30,2024-09-03,2024,Q3,Aug,Friday,West,UK,Online,Corporate,P. Kuri,Office Supplies,Envelope,Pending,Bank Transfer,9,13.47,121.23,0.10,12.12,0.10,10.91,13.76,133.78
ORD-202409-00549,2024-09-01,2024-09-08,2024,Q3,Sep,Sunday,North,USA,Online,Corporate,D. Siroi,Home,Lamp,Completed,Credit Card,12,177.74,2132.88,0.02,42.66,0.10,209.02,47.44,2346.68
ORD-202409-00096,2024-09-02,2024-09-05,2024,Q3,Sep,Monday,East,Singapore,Distributor,Government,D. Siroi,Office Supplies,Paper,Completed,Cash,3,44.52,133.56,0.12,16.03,0.10,11.75,32.92,162.20
ORD-202409-00264,2024-09-02,2024-09-04,2024,Q3,Sep,Monday,Central,South Africa,Retail,Small Business,D. Siroi,Home,Shelf,Completed,Bank Transfer,30,287.56,8626.80,0.10,862.68,0.05,388.21,44.04,8196.37
ORD-202409-00634,2024-09-02,2024-09-09,2024,Q3,Sep,Monday,North,Canada,Online,Government,S. Raka,Office Supplies,Paper,Completed,Cash,13,10.02,130.26,0.08,10.42,0.05,5.99,54.69,180.52
ORD-202409-00722,2024-09-03,2024-09-10,2024,Q3,Sep,Tuesday,North,USA,Retail,Consumer,J. Aita,Software,Support Plan,Returned,Credit Card,28,982.81,27518.68,0.12,3302.24,0.07,1695.15,44.78,25956.37
ORD-202409-00796,2024-09-03,2024-09-06,2024,Q3,Sep,Tuesday,Central,UAE,Distributor,Corporate,L. Nami,Electronics,Printer,Returned,Mobile Pay,4,1408.70,5634.80,0.00,0.00,0.05,281.74,15.71,5932.25
ORD-202409-00204,2024-09-04,2024-09-07,2024,Q3,Sep,Wednesday,Central,India,Online,Corporate,S. Raka,Home,Lamp,Returned,Credit Card,13,92.43,1201.59,0.12,144.19,0.07,74.02,21.13,1152.55
ORD-202409-00217,2024-09-04,2024-09-08,2024,Q3,Sep,Wednesday,West,Germany,Wholesale,Corporate,D. Siroi,Office Supplies,Envelope,Pending,Credit Card,2,38.39,76.78,0.00,0.00,0.12,9.21,20.24,106.23
ORD-202409-00356,2024-09-04,2024-09-06,2024,Q3,Sep,Wednesday,Central,South Africa,Retail,Small Business,L. Nami,Electronics,Monitor,Cancelled,Credit Card,25,563.31,14082.75,0.08,1126.62,0.12,1554.74,34.58,14545.45
ORD-202409-00747,2024-09-05,2024-09-09,2024,Q3,Sep,Thursday,Central,UAE,Distributor,Consumer,L. Nami,Software,Add-on,Completed,Mobile Pay,5,387.61,1938.05,0.12,232.57,0.07,119.38,45.13,1869.99
ORD-202409-00072,2024-09-06,2024-09-09,2024,Q3,Sep,Friday,West,France,Retail,Government,A. Taka,Home,Shelf,Completed,Bank Transfer,15,161.91,2428.65,0.02,48.57,0.10,238.01,41.99,2660.08
ORD-202409-00142,2024-09-06,2024-09-10,2024,Q3,Sep,Friday,Central,India,Retail,Consumer,L. Nami,Electronics,Tablet,Completed,Mobile Pay,21,1042.52,21892.92,0.05,1094.65,0.12,2495.79,43.59,23337.65
ORD-202409-00164,2024-09-06,2024-09-11,2024,Q3,Sep,Friday,Central,South Africa,Wholesale,Small Business,M. Kila,Software,Add-on,Pending,Credit Card,25,146.67,3666.75,0.02,73.34,0.07,251.54,31.88,3876.83
ORD-202409-00359,2024-09-07,2024-09-10,2024,Q3,Sep,Saturday,North,Canada,Wholesale,Small Business,M. Kila,Home,Shelf,Completed,Mobile Pay,1,211.85,211.85,0.02,4.24,0.07,14.53,50.85,272.99
ORD-202409-00119,2024-09-09,2024-09-16,2024,Q3,Sep,Monday,South,New Zealand,Wholesale,Small Business,A. Taka,Accessories,Docking Station,Cancelled,Credit Card,4,78.05,312.20,0.05,15.61,0.05,14.83,21.26,332.68
ORD-202409-00544,2024-09-11,2024-09-14,2024,Q3,Sep,Wednesday,West,UK,Retail,Small Business,P. Kuri,Office Supplies,Envelope,Completed,Credit Card,1,57.76,57.76,0.15,8.66,0.12,5.89,24.10,79.09
ORD-202409-00586,2024-09-12,2024-09-18,2024,Q3,Sep,Thursday,Central,UAE,Wholesale,Government,A. Taka,Software,Security Suite,Completed,Bank Transfer,6,671.14,4026.84,0.00,0.00,0.12,483.22,53.02,4563.08
ORD-202409-00393,2024-09-13,2024-09-14,2024,Q3,Sep,Friday,East,Japan,Retail,Government,P. Kuri,Accessories,Webcam,Completed,Bank Transfer,3,28.01,84.03,0.12,10.08,0.10,7.40,21.86,103.21
ORD-202409-00239,2024-09-14,2024-09-19,2024,Q3,Sep,Saturday,North,USA,Wholesale,Consumer,L. Nami,Home,Shelf,Completed,Credit Card,1,67.57,67.57,0.15,10.14,0.10,5.74,31.44,94.61
ORD-202409-00440,2024-09-14,2024-09-24,2024,Q3,Sep,Saturday,South,Australia,Wholesale,Consumer,M. Kila,Office Supplies,Pen,Cancelled,Mobile Pay,2,57.77,115.54,0.00,0.00,0.10,11.55,29.88,156.97
ORD-202409-00521,2024-09-16,2024-09-20,2024,Q3,Sep,Monday,Central,UAE,Distributor,Corporate,L. Nami,Home,Shelf,Completed,Cash,12,312.13,3745.56,0.10,374.56,0.07,235.97,23.94,3630.91
ORD-202409-00601,2024-09-16,2024-09-23,2024,Q3,Sep,Monday,North,USA,Retail,Consumer,P. Kuri,Electronics,Phone,Returned,Bank Transfer,11,507.37,5581.07,0.12,669.73,0.10,491.13,20.30,5422.77
ORD-202409-00436,2024-09-17,2024-09-19,2024,Q3,Sep,Tuesday,North,USA,Retail,Corporate,P. Kuri,Software,License,Returned,Bank Transfer,2,249.58,499.16,0.15,74.87,0.12,50.91,64.20,539.40
ORD-202409-00653,2024-09-19,2024-09-22,2024,Q3,Sep,Thursday,Central,UAE,Online,Small Business,J. Aita,Office Supplies,Stapler,Pending,Cash,5,23.34,116.70,0.15,17.50,0.05,4.96,64.38,168.54
ORD-202409-00530,2024-09-20,2024-09-24,2024,Q3,Sep,Friday,West,France,Retail,Small Business,P. Kuri,Office Supplies,Paper,Completed,Mobile Pay,5,31.46,157.30,0.12,18.88,0.10,13.84,55.44,207.70
ORD-202409-00532,2024-09-21,2024-09-26,2024,Q3,Sep,Saturday,East,Japan,Retail,Corporate,M. Kila,Home,Chair,Completed,Bank Transfer,27,316.80,8553.60,0.00,0.00,0.12,1026.43,64.44,9644.47
ORD-202409-00201,2024-09-22,2024-09-28,2024,Q3,Sep,Sunday,East,Philippines,Distributor,Corporate,S. Raka,Electronics,Monitor,Cancelled,Bank Transfer,9,243.07,2187.63,0.10,218.76,0.12,236.26,24.10,2229.23
ORD-202409-00538,2024-09-22,2024-09-29,2024,Q3,Sep,Sunday,East,Singapore,Distributor,Government,P. Kuri,Home,Shelf,Completed,Credit Card,15,111.59,1673.85,0.08,133.91,0.07,107.80,17.83,1665.57
ORD-202409-00352,2024-09-23,2024-09-28,2024,Q3,Sep,Monday,East,Philippines,Retail,Consumer,D. Siroi,Software,License,Completed,Credit Card,10,885.55,8855.50,0.08,708.44,0.10,814.71,38.35,9000.12
ORD-202409-00247,2024-09-24,2024-09-30,2024,Q3,Sep,Tuesday,West,Germany,Distributor,Consumer,D. Siroi,Accessories,Headphones,Completed,Bank Transfer,10,55.84,558.40,0.02,11.17,0.10,54.72,63.47,665.42
ORD-202409-00465,2024-09-24,2024-09-28,2024,Q3,Sep,Tuesday,West,UK,Retail,Corporate,L. Nami,Accessories,Docking Station,Returned,Mobile Pay,7,209.16,1464.12,0.00,0.00,0.12,175.69,42.31,1682.12
ORD-202409-00488,2024-09-24,2024-10-01,2024,Q3,Sep,Tuesday,East,Philippines,Wholesale,Government,P. Kuri,Electronics,Phone,Pending,Mobile Pay,14,1056.04,14784.56,0.00,0.00,0.07,1034.92,28.64,15848.12
ORD-202409-00501,2024-09-25,2024-10-01,2024,Q3,Sep,Wednesday,West,France,Retail,Corporate,T. Vele,Electronics,Printer,Completed,Mobile Pay,3,394.77,1184.31,0.12,142.12,0.07,72.95,58.74,1173.88
ORD-202409-00661,2024-09-25,2024-10-05,2024,Q3,Sep,Wednesday,East,Philippines,Retail,Corporate,L. Nami,Software,Support Plan,Completed,Credit Card,21,146.65,3079.65,0.08,246.37,0.10,283.33,47.70,3164.31
ORD-202409-00505,2024-09-27,2024-10-07,2024,Q3,Sep,Friday,Central,UAE,Online,Small Business,S. Raka,Accessories,Mouse,Pending,Credit Card,18,202.34,3642.12,0.05,182.11,0.07,242.20,59.44,3761.65
ORD-202409-00513,2024-09-27,2024-10-03,2024,Q3,Sep,Friday,South,Australia,Distributor,Corporate,J. Aita,Office Supplies,Envelope,Returned,Bank Transfer,11,59.38,653.18,0.00,0.00,0.12,78.38,11.88,743.44
ORD-202409-00745,2024-09-27,2024-09-30,2024,Q3,Sep,Friday,West,UK,Retail,Consumer,M. Kila,Electronics,Monitor,Completed,Bank Transfer,17,1537.82,26142.94,0.15,3921.44,0.05,1111.08,48.88,23381.46
ORD-202409-00626,2024-09-28,2024-10-02,2024,Q3,Sep,Saturday,South,New Zealand,Distributor,Small Business,P. Kuri,Accessories,Mouse,Returned,Cash,11,215.85,2374.35,0.08,189.95,0.05,109.22,13.02,2306.64
ORD-202410-00679,2024-10-02,2024-10-03,2024,Q4,Oct,Wednesday,Central,South Africa,Online,Small Business,M. Kila,Office Supplies,Paper,Pending,Mobile Pay,3,19.29,57.87,0.00,0.00,0.10,5.79,21.16,84.82
ORD-202410-00002,2024-10-03,2024-10-08,2024,Q4,Oct,Thursday,West,UK,Retail,Consumer,T. Vele,Electronics,Laptop,Returned,Credit Card,26,1030.11,26782.86,0.08,2142.63,0.12,2956.83,41.77,27638.83
ORD-202410-00193,2024-10-04,2024-10-07,2024,Q4,Oct,Friday,North,USA,Distributor,Corporate,A. Taka,Office Supplies,Pen,Completed,Cash,27,53.97,1457.19,0.05,72.86,0.10,138.43,54.16,1576.92
ORD-202410-00410,2024-10-04,2024-10-07,2024,Q4,Oct,Friday,West,UK,Wholesale,Corporate,L. Nami,Software,Security Suite,Returned,Bank Transfer,30,646.77,19403.10,0.00,0.00,0.10,1940.31,8.49,21351.90
ORD-202410-00037,2024-10-08,2024-10-11,2024,Q4,Oct,Tuesday,West,Germany,Distributor,Consumer,J. Aita,Electronics,Laptop,Completed,Bank Transfer,22,1523.25,33511.50,0.10,3351.15,0.12,3619.24,41.35,33820.94
ORD-202410-00625,2024-10-08,2024-10-11,2024,Q4,Oct,Tuesday,Central,South Africa,Distributor,Small Business,A. Taka,Accessories,Mouse,Completed,Mobile Pay,23,112.44,2586.12,0.00,0.00,0.05,129.31,43.07,2758.50
ORD-202410-00427,2024-10-09,2024-10-15,2024,Q4,Oct,Wednesday,West,UK,Retail,Consumer,P. Kuri,Electronics,Printer,Cancelled,Bank Transfer,2,304.13,608.26,0.15,91.24,0.05,25.85,46.95,589.82
ORD-202410-00496,2024-10-09,2024-10-19,2024,Q4,Oct,Wednesday,Central,UAE,Retail,Government,P. Kuri,Software,License,Completed,Credit Card,23,163.36,3757.28,0.00,0.00,0.12,450.87,51.61,4259.76
ORD-202410-00439,2024-10-10,2024-10-15,2024,Q4,Oct,Thursday,North,Canada,Wholesale,Government,J. Aita,Home,Shelf,Completed,Bank Transfer,15,401.96,6029.40,0.02,120.59,0.10,590.88,61.63,6561.32
ORD-202410-00554,2024-10-10,2024-10-17,2024,Q4,Oct,Thursday,Central,India,Wholesale,Government,T. Vele,Accessories,Webcam,Cancelled,Bank Transfer,6,58.00,348.00,0.15,52.20,0.10,29.58,30.50,355.88
ORD-202410-00612,2024-10-12,2024-10-19,2024,Q4,Oct,Saturday,Central,India,Retail,Corporate,T. Vele,Software,Security Suite,Cancelled,Credit Card,12,816.20,9794.40,0.05,489.72,0.12,1116.56,33.54,10454.78
ORD-202410-00785,2024-10-12,2024-10-18,2024,Q4,Oct,Saturday,North,USA,Distributor,Corporate,D. Siroi,Office Supplies,Stapler,Completed,Credit Card,18,47.05,846.90,0.12,101.63,0.05,37.26,11.24,793.77
ORD-202410-00798,2024-10-13,2024-10-16,2024,Q4,Oct,Sunday,West,Germany,Distributor,Consumer,J. Aita,Office Supplies,Stapler,Completed,Mobile Pay,19,59.45,1129.55,0.15,169.43,0.10,96.01,32.20,1088.33
ORD-202410-00301,2024-10-18,2024-10-22,2024,Q4,Oct,Friday,West,UK,Wholesale,Small Business,A. Taka,Electronics,Phone,Cancelled,Bank Transfer,27,1278.99,34532.73,0.05,1726.64,0.10,3280.61,34.79,36121.49
ORD-202410-00468,2024-10-18,2024-10-21,2024,Q4,Oct,Friday,North,USA,Online,Consumer,D. Siroi,Home,Cabinet,Completed,Mobile Pay,24,274.25,6582.00,0.02,131.64,0.12,774.04,38.19,7262.59
ORD-202410-00307,2024-10-20,2024-10-24,2024,Q4,Oct,Sunday,South,New Zealand,Distributor,Government,D. Siroi,Electronics,Tablet,Pending,Bank Transfer,19,1611.37,30616.03,0.05,1530.80,0.05,1454.26,14.47,30553.96
ORD-202410-00773,2024-10-21,2024-10-22,2024,Q4,Oct,Monday,South,New Zealand,Wholesale,Consumer,P. Kuri,Office Supplies,Pen,Cancelled,Bank Transfer,26,56.82,1477.32,0.08,118.19,0.12,163.10,29.00,1551.23
ORD-202410-00551,2024-10-22,2024-10-26,2024,Q4,Oct,Tuesday,East,Philippines,Distributor,Corporate,T. Vele,Home,Desk,Returned,Bank Transfer,5,208.31,1041.55,0.02,20.83,0.10,102.07,19.04,1141.83
ORD-202410-00692,2024-10-22,2024-10-28,2024,Q4,Oct,Tuesday,Central,South Africa,Wholesale,Small Business,L. Nami,Office Supplies,Stapler,Cancelled,Bank Transfer,26,14.17,368.42,0.00,0.00,0.12,44.21,28.83,441.46
ORD-202410-00471,2024-10-25,2024-10-26,2024,Q4,Oct,Friday,East,Philippines,Online,Government,D. Siroi,Home,Chair,Completed,Credit Card,6,219.49,1316.94,0.10,131.69,0.10,118.53,13.11,1316.89
ORD-202410-00154,2024-10-28,2024-11-03,2024,Q4,Oct,Monday,West,France,Wholesale,Corporate,P. Kuri,Electronics,Monitor,Cancelled,Bank Transfer,4,1591.35,6365.40,0.00,0.00,0.07,445.58,57.28,6868.26
ORD-202410-00347,2024-10-28,2024-11-01,2024,Q4,Oct,Monday,Central,UAE,Retail,Government,P. Kuri,Electronics,Laptop,Completed,Cash,24,1548.96,37175.04,0.02,743.50,0.12,4371.78,39.10,40842.42
ORD-202410-00442,2024-10-28,2024-10-29,2024,Q4,Oct,Monday,North,Canada,Online,Government,A. Taka,Office Supplies,Notebook,Completed,Mobile Pay,16,47.12,753.92,0.05,37.70,0.12,85.95,46.23,848.40
